Age,WorkClass,Education,Education_Years,MaritalStatus,Occupation,Relationship,Race,Gender,CapGains,CapLoss,HoursWorked,Country,IncomeLabel,Suburban
23.0, Private, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, Black, Female,0.0,0.0,16.0, United-States, <=50K,0
56.0, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0.0,0.0,45.0, United-States, <=50K,0
23.0, Private, 12th,8.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,25.0, United-States, <=50K,0
33.0, Private, HS-grad,9.0, Never-married, Machine-op-inspct, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K,1
47.0, Private, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,48.0, United-States, <=50K,0
39.0, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,0
26.0, Private, Bachelors,13.0, Never-married, Other-service, Other-relative, White, Male,0.0,0.0,15.0, United-States, <=50K,1
47.0, Federal-gov, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, Black, Male,0.0,0.0,40.0, United-States, <=50K,1
39.0, State-gov, Assoc-acdm,12.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,52.0, United-States, <=50K,1
50.0, Private, Masters,14.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,30.0, United-States, <=50K,1
19.0, Private, Some-college,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,15.0, United-States, <=50K,0
53.0, Local-gov, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0.0,0.0,40.0, United-States, >50K,0
28.0, Private, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,0
50.0, Private, HS-grad,9.0, Widowed, Adm-clerical, Unmarried, White, Female,0.0,0.0,35.0, United-States, <=50K,0
33.0, Private, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,1
29.0, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K,0
61.0, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1672.0,40.0, United-States, <=50K,1
67.0, ?, 7th-8th,4.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,0
44.0, State-gov, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,1
24.0, Private, HS-grad,9.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,38.0, United-States, <=50K,1
22.0, Private, Some-college,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,35.0, United-States, <=50K,1
52.0, Local-gov, HS-grad,9.0, Married-civ-spouse, Other-service, Wife, Black, Female,0.0,0.0,20.0, United-States, <=50K,1
32.0, Local-gov, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
17.0, Private, 10th,6.0, Never-married, Other-service, Other-relative, White, Male,0.0,,40.0, Mexico, <=50K,0
36.0, Private, HS-grad,9.0, Never-married, Adm-clerical, Other-relative, White, Female,2907.0,0.0,40.0, Nicaragua, <=50K,0
21.0, Private, Some-college,10.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,10.0, United-States, <=50K,0
49.0, Private, Bachelors,13.0, Married-spouse-absent, Transport-moving, Unmarried, White, Male,0.0,0.0,30.0, Columbia, <=50K,0
29.0, Private, 7th-8th,4.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,40.0, Mexico, <=50K,1
17.0, Private, 11th,7.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,20.0, United-States, <=50K,1
57.0, Local-gov, Bachelors,13.0,, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K,0
44.0, Private, 11th,7.0, Married-civ-spouse, Other-service, Husband, Black, Male,0.0,0.0,60.0, United-States, <=50K,1
32.0, Local-gov, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,35.0, United-States, <=50K,0
70.0, ?, HS-grad,9.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,0
47.0, Private, 7th-8th,4.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,0
17.0, Private, 10th,6.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,10.0, United-States, <=50K,0
20.0, Private, Some-college,10.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,25.0, United-States, <=50K,0
41.0, Private, Some-college,10.0, Divorced, Adm-clerical, Unmarried, Black, Female,0.0,0.0,37.0, United-States, <=50K,0
19.0, Private, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,30.0, United-States, <=50K,1
59.0, Private, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K,0
27.0, State-gov, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,50.0, Germany, <=50K,0
34.0, Private, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,0
34.0, Private, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,4865.0,0.0,60.0, United-States, <=50K,0
26.0, Private, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,35.0, United-States, <=50K,0
23.0, Private, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,30.0, United-States, <=50K,0
61.0, ?, Bachelors,13.0, Divorced, ?, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,1
22.0, Private, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,48.0, ?, <=50K,0
49.0, Private, 7th-8th,4.0, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0.0,0.0,38.0, United-States, <=50K,1
21.0, Private, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,35.0, United-States, <=50K,0
28.0, Local-gov, HS-grad,9.0, Never-married, Adm-clerical, Other-relative, White, Male,0.0,0.0,20.0, United-States, <=50K,1
39.0, Local-gov, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
35.0, Private,,9.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K,1
39.0, State-gov, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
33.0, Private, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,1579.0,42.0, United-States, <=50K,0
42.0, Private, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,57.0, United-States, <=50K,0
35.0, Private, Bachelors,13.0, Married-spouse-absent, Craft-repair, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K,1
47.0, Private, Bachelors,13.0, Separated, Prof-specialty, Unmarried, White, Female,0.0,0.0,50.0, United-States, <=50K,0
23.0, Private, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,30.0, United-States, <=50K,1
35.0, Private, HS-grad,9.0, Divorced, Other-service, Not-in-family, Black, Male,0.0,0.0,40.0, United-States, <=50K,0
30.0, Self-emp-not-inc, Assoc-voc,11.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,60.0, United-States, <=50K,1
60.0, ?, 9th,5.0, Widowed, ?, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,1
38.0, Local-gov, Some-college,10.0, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, United-States, <=50K,1
20.0, Private, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0.0,0.0,48.0, United-States, <=50K,0
21.0, Private, 9th,5.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,30.0, El-Salvador, <=50K,1
58.0, Self-emp-not-inc, Some-college,10.0, Divorced, Craft-repair, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K,1
18.0, Private, Some-college,10.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K,1
21.0, Private, Assoc-acdm,12.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K,0
24.0, Self-emp-not-inc, Bachelors,13.0, Never-married, Farming-fishing, Unmarried, White, Male,0.0,0.0,50.0, United-States, <=50K,1
67.0, Self-emp-inc, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
51.0, Private, Bachelors,13.0, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0.0,0.0,50.0, United-States, <=50K,1
19.0, State-gov, Some-college,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K,1
24.0, Private, HS-grad,9.0, Never-married, Sales, Unmarried, Black, Male,0.0,0.0,25.0, United-States, <=50K,0
22.0, Private, HS-grad,9.0, Never-married, Handlers-cleaners, Unmarried, White, Male,0.0,0.0,45.0, United-States, <=50K,1
32.0, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,50.0, United-States, >50K,0
52.0, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,0
90.0, Private, 9th,5.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,0
26.0, Private, Bachelors,13.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,1
52.0, Private, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,48.0, United-States, >50K,1
22.0, Private, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,25.0, United-States, <=50K,1
69.0, State-gov, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,11.0, United-States, <=50K,1
34.0, Private, HS-grad,9.0, Separated, Exec-managerial, Unmarried, White, Female,0.0,0.0,30.0, United-States, <=50K,1
20.0, ?, Some-college,10.0, Never-married, ?, Own-child, White, Male,0.0,0.0,56.0, United-States, <=50K,0
, Private, HS-grad,9.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,24.0, United-States, <=50K,0
42.0, Private, Assoc-voc,11.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,44.0, United-States, <=50K,1
41.0, Private, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
28.0, Private, 9th,5.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, El-Salvador, <=50K,1
20.0, Private, 11th,7.0, Never-married, Craft-repair, Not-in-family, Black, Male,0.0,0.0,25.0, United-States, <=50K,0
23.0, Private, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,30.0, United-States, <=50K,1
62.0, Private, HS-grad,9.0, Widowed, Farming-fishing, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,0
40.0, Private, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1672.0,45.0, United-States, <=50K,0
66.0, Self-emp-inc, 10th,6.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,30.0, United-States, <=50K,1
48.0, Private, 10th,6.0, Divorced, Machine-op-inspct, Unmarried, White, Female,0.0,1594.0,32.0, United-States, <=50K,1
24.0, Private, Some-college,10.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,30.0, United-States, <=50K,0
, Private, Assoc-acdm,12.0, Never-married, Sales, Own-child, Black, Female,0.0,0.0,36.0, United-States, <=50K,0
55.0, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,0
18.0, Private, HS-grad,, Never-married, Sales, Own-child, White, Female,0.0,0.0,30.0, United-States, <=50K,1
27.0, Private, Masters,14.0, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,40.0, ?, <=50K,0
21.0, Private, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,,0.0,40.0, United-States, <=50K,0
18.0, ?, 10th,6.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,1
59.0, Private, Some-college,10.0, Separated, Adm-clerical, Other-relative, White, Male,3325.0,0.0,40.0, United-States, <=50K,0
68.0, Private, 11th,7.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,70.0, United-States, <=50K,0
54.0, Federal-gov, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,1
45.0, Federal-gov, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0.0,0.0,80.0, United-States, >50K,0
48.0, Local-gov, Bachelors,13.0, Married-spouse-absent, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0.0,0.0,40.0, Philippines, <=50K,1
57.0, Private, Masters,14.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,0
57.0, Self-emp-not-inc, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States, >50K,1
41.0, Private, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
29.0, Local-gov, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,0
39.0, Private, HS-grad,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,1
21.0, Private, Some-college,10.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,30.0, United-States, <=50K,1
24.0, ?, Bachelors,13.0, Never-married, ?, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,1
59.0, Self-emp-not-inc, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,20.0, United-States, >50K,0
34.0, Private, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,1
37.0, Self-emp-not-inc, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, United-States, <=50K,1
43.0, Private, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,25.0, United-States, >50K,1
33.0, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K,1
30.0, Private, Some-college,10.0, Never-married, Craft-repair, Unmarried, Black, Male,0.0,,40.0, United-States, <=50K,0
, Private, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,43.0, United-States, <=50K,1
42.0, Private, 5th-6th,3.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,60.0, United-States, <=50K,0
48.0, Private, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, Black, Male,0.0,0.0,40.0, United-States, <=50K,0
22.0,, 5th-6th,3.0, Married-civ-spouse, ?, Wife, Other, Female,0.0,0.0,40.0, Mexico, <=50K,1
55.0, Private, 7th-8th,4.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K,0
35.0, Local-gov, Some-college,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
28.0, Self-emp-not-inc, 11th,7.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,0
33.0, Private, 7th-8th,4.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, Mexico, <=50K,0
35.0, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K,0
70.0, ?, Bachelors,13.0, Divorced, ?, Not-in-family, White, Female,0.0,0.0,7.0, United-States, <=50K,1
22.0, Private, Some-college,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
54.0, Self-emp-not-inc, 10th,6.0, Divorced, Other-service, Not-in-family, Black, Female,0.0,0.0,10.0, United-States, <=50K,1
25.0, Private, HS-grad,9.0, Never-married, Adm-clerical, Unmarried, White, Female,0.0,0.0,46.0, United-States, <=50K,1
33.0, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,65.0, United-States, <=50K,0
46.0, Private, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,1504.0,40.0, United-States, <=50K,0
29.0, Private, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,45.0, United-States, <=50K,1
69.0, Private, HS-grad,9.0, Widowed, Handlers-cleaners, Not-in-family, White, Female,0.0,0.0,8.0, United-States, <=50K,1
60.0, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K,0
37.0, ?, Assoc-voc,11.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,54.0, United-States, >50K,1
54.0, Private, HS-grad,9.0, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,1
60.0, Self-emp-inc, 7th-8th,4.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States, <=50K,0
48.0, Private, Masters,14.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,35.0, United-States, <=50K,0
32.0, Private, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,20.0, United-States, <=50K,0
40.0, Private, Bachelors,13.0, Separated, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,1
32.0, Private, 11th,7.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, Columbia, <=50K,1
22.0, Private, Some-college,10.0,, Sales, Own-child, White, Female,0.0,0.0,15.0, United-States, <=50K,0
46.0, ?, Assoc-voc,11.0, Divorced, ?, Unmarried, White, Male,0.0,0.0,30.0, United-States, <=50K,1
32.0, Private, Some-college,10.0, Never-married,, Other-relative, White, Female,0.0,0.0,50.0, United-States, <=50K,1
23.0, ?, Some-college,10.0, Never-married, ?, Own-child, White, Male,0.0,0.0,30.0, United-States, <=50K,1
23.0, Private, Bachelors,13.0, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States, <=50K,0
47.0, Self-emp-not-inc, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,2002.0,30.0, United-States, <=50K,0
25.0, Private, HS-grad,9.0, Never-married, Craft-repair, Other-relative, White, Male,0.0,0.0,40.0, United-States, <=50K,1
25.0, Private, Some-college,10.0, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Female,0.0,0.0,40.0, Cambodia, <=50K,0
63.0, Private, Masters,14.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,46.0, United-States, <=50K,1
60.0, Local-gov, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,35.0, United-States, <=50K,1
35.0, State-gov, Some-college,10.0, Divorced, Tech-support, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,1
52.0, Private, HS-grad,9.0,, Craft-repair, Unmarried, White, Female,0.0,0.0,50.0, United-States, <=50K,1
24.0, Private, HS-grad,9.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,45.0, United-States, <=50K,0
46.0, Federal-gov, Masters,14.0, Married-civ-spouse, Armed-Forces, Husband, White, Male,0.0,1887.0,40.0, United-States, >50K,0
22.0, Private, Some-college,10.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,50.0, United-States, <=50K,1
47.0, Self-emp-not-inc, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, South, <=50K,0
47.0, Private, HS-grad,9.0,, Other-service, Not-in-family, White, Female,0.0,0.0,4.0, United-States, <=50K,0
41.0, Private, Assoc-voc,11.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,30.0, United-States, <=50K,0
31.0, Private, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,60.0, United-States, <=50K,1
45.0, Federal-gov, HS-grad,9.0, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0.0,0.0,40.0, United-States, <=50K,0
21.0, Private, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,28.0, United-States, <=50K,1
43.0, State-gov, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, Black, Female,0.0,0.0,40.0, United-States, <=50K,0
17.0, Private, 11th,7.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,20.0, United-States, <=50K,1
55.0, Private, HS-grad,9.0, Divorced, Prof-specialty, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K,0
21.0, Private, HS-grad,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,35.0, United-States, <=50K,1
32.0, Private, Bachelors,13.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,45.0, United-States, <=50K,0
35.0, Self-emp-inc, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, India, >50K,1
29.0, Private, Some-college,10.0, Never-married, Other-service, Not-in-family, Black, Female,0.0,0.0,30.0, Jamaica, <=50K,0
26.0, Private, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K,0
17.0, Private, 11th,7.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,8.0, United-States, <=50K,1
34.0, Private, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, Black, Male,0.0,0.0,30.0, United-States, <=50K,0
44.0, State-gov, 11th,7.0, Separated, Tech-support, Not-in-family, Black, Male,0.0,0.0,40.0, United-States, <=50K,1
35.0, ?, HS-grad,9.0, Married-civ-spouse, ?, Other-relative, White, Female,0.0,0.0,25.0, United-States, <=50K,1
25.0, Private, Bachelors,13.0, Never-married, Exec-managerial, Own-child, White, Female,0.0,0.0,20.0, United-States, <=50K,0
47.0, Private, HS-grad,9.0, Divorced, Sales, Own-child, White, Male,0.0,1876.0,40.0, United-States, <=50K,0
49.0, Private, 11th,7.0, Divorced, Machine-op-inspct, Unmarried, Black, Female,0.0,0.0,35.0, United-States, <=50K,0
76.0, Private, 7th-8th,4.0, Widowed, Priv-house-serv, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,0
44.0, Self-emp-not-inc, Some-college,10.0, Divorced, Farming-fishing, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K,1
46.0, Local-gov, Bachelors,13.0, Separated, Prof-specialty, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K,1
28.0, ?, Assoc-acdm,12.0, Never-married, ?, Other-relative, White, Male,0.0,0.0,40.0, United-States, <=50K,1
48.0, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,1
51.0, Self-emp-not-inc, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
32.0, Private, Some-college,10.0, Divorced, Sales, Own-child, White, Male,0.0,0.0,30.0, United-States, <=50K,0
19.0, Private, 11th,7.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,20.0, United-States, <=50K,0
46.0, Private, Assoc-acdm,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1485.0,55.0, United-States, <=50K,1
32.0, Private, Some-college,10.0, Divorced, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,1
54.0, Private, Preschool,1.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,60.0, United-States, <=50K,1
25.0, Private, Bachelors,13.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,1
34.0, Private, Bachelors,13.0, Never-married, Other-service, Not-in-family, White, Male,0.0,2001.0,40.0, United-States, <=50K,0
35.0, Self-emp-not-inc, Some-college,10.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,0
28.0, Private, HS-grad,9.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,0
21.0, Private, Assoc-acdm,12.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,15.0, United-States, <=50K,1
28.0, Private, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
40.0, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K,0
27.0, Private, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,1
48.0, Private, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,50.0, United-States, <=50K,0
42.0, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States, >50K,1
25.0, Private, Some-college,10.0, Separated, Adm-clerical, Other-relative, Black, Female,0.0,0.0,40.0, Jamaica, <=50K,1
66.0, Private, HS-grad,, Widowed, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,1
43.0, Local-gov, Bachelors,13.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,48.0, United-States, <=50K,1
31.0, Private, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,0
43.0, Federal-gov, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0.0,0.0,50.0, India, >50K,0
22.0, Private, 5th-6th,3.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,30.0, Mexico, <=50K,1
33.0, Private, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,65.0, United-States, <=50K,0
30.0, Private, HS-grad,9.0, Married-spouse-absent, Craft-repair, Other-relative, White, Male,0.0,0.0,40.0, United-States, <=50K,0
32.0, State-gov, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,10.0, United-States, <=50K,1
41.0, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,0
49.0, Private, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,30.0, United-States, <=50K,0
62.0, Private, 10th,6.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,1
17.0, Private, 12th,8.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,20.0, United-States, <=50K,1
56.0, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K,0
62.0, State-gov, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,38.0, United-States, <=50K,0
